Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
32,Pós-graduação,Casado,DF,Sim,4.000 – 5.000,Queda de cabelo; Ressecamento; Manchas,6 meses,Médio,Não,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Sim
43,Ensino Superior completo,Casado,SP,Sim,5.000 – 7.000,Queda de cabelo; Acne; Ressecamento,3 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Não,Sim,Não
30,Pós-graduação,Casado,SP,Sim,5.000 – 7.000,Ressecamento; Acne,3 meses,Baixo,Não,Hidratante; Sérum,Atividade física; Dieta,SIM,R$201 – R$300,Direito,Não,Não
49,Ensino Médio completo,Casado,RJ,Sim,5.000 – 7.000,Acne,2 anos,Baixo,Sim,Protetor solar,Dieta,SIM,R$201 – R$300,Direito,Sim,Não
49,Ensino Superior completo,União Estável,BA,Não,2.000 – 3.000,Acne; Ressecamento; Queda de cabelo; Oleosidade; Manchas,3 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Não
21,Ensino Superior completo,Solteiro,RJ,Não,5.000 – 7.000,Queda de cabelo; Ressecamento,6 meses,Baixo,Sim,Protetor solar; Hidratante,Skincare; Atividade física,NÃO,Até R$100,Não,Não,Não
47,Ensino Médio completo,Divorciado,PR,Não,3.000 – 4.000,Manchas; Ressecamento; Acne; Oleosidade,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,Até R$100,Não,Sim,Não
54,Ensino Superior incompleto,Divorciado,SC,Não,4.000 – 5.000,Manchas; Oleosidade; Queda de cabelo,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,SIM,Até R$100,Não,Não,Sim
40,Ensino Superior completo,Solteiro,GO,Sim,Acima de 7.000,Ressecamento; Queda de cabelo; Manchas; Acne,1 mês,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Engenharia,Não,Não
32,Ensino Médio completo,União Estável,RJ,Sim,Até 2.000,Ressecamento; Oleosidade,6 meses,Baixo,Sim,Hidratante; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Não
46,Ensino Médio completo,Divorciado,PR,Sim,5.000 – 7.000,Manchas; Ressecamento,2 anos,Médio,Não,Sérum; Hidratante,Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Sim
53,Ensino Superior completo,Solteiro,BA,Sim,5.000 – 7.000,Queda de cabelo; Acne; Oleosidade; Manchas; Ressecamento,6 meses,Médio,Não,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
30,Pós-graduação,União Estável,SC,Sim,4.000 – 5.000,Manchas; Ressecamento; Oleosidade,3 meses,Alto,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Não,Sim,Não
49,Ensino Médio completo,Divorciado,GO,Sim,3.000 – 4.000,Acne; Oleosidade,1 ano,Baixo,Não,Protetor solar; Hidratante,Skincare; Dieta,NÃO,R$301 – R$500,Não,Não,Não
24,Ensino Médio completo,Casado,SP,Sim,3.000 – 4.000,Manchas; Ressecamento; Acne; Queda de cabelo,1 ano,Baixo,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$201 – R$300,Medicina,Não,Não
39,Ensino Médio completo,Casado,PR,Sim,Acima de 7.000,Acne; Ressecamento; Queda de cabelo; Manchas; Oleosidade,1 ano,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
45,Ensino Superior completo,União Estável,BA,Não,4.000 – 5.000,Acne; Ressecamento; Manchas; Queda de cabelo,1 mês,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Sim
19,Ensino Médio completo,Casado,SC,Sim,3.000 – 4.000,Queda de cabelo; Ressecamento; Oleosidade,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
23,Mestrado,União Estável,PR,Sim,4.000 – 5.000,Oleosidade; Queda de cabelo; Acne; Ressecamento; Manchas,6 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Direito,Não,Sim
45,Ensino Médio completo,Solteiro,RJ,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Ressecamento; Manchas; Acne,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Engenharia,Não,Não
45,Ensino Médio completo,Solteiro,MG,Sim,2.000 – 3.000,Manchas; Ressecamento; Acne; Oleosidade; Queda de cabelo,3 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
37,Ensino Superior completo,Divorciado,SP,Sim,4.000 – 5.000,Queda de cabelo,1 ano,Médio,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Engenharia,Não,Não
47,Ensino Superior completo,União Estável,RJ,Não,5.000 – 7.000,Ressecamento; Manchas; Acne; Oleosidade; Queda de cabelo,1 ano,Baixo,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Medicina,Sim,Sim
28,Ensino Superior incompleto,Divorciado,RJ,Sim,Acima de 7.000,Oleosidade; Manchas; Ressecamento; Acne,1 mês,Alto,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Sim
45,Ensino Superior incompleto,Divorciado,BA,Sim,3.000 – 4.000,Manchas; Oleosidade; Acne; Ressecamento,1 ano,Alto,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Não
42,Mestrado,Solteiro,BA,Sim,3.000 – 4.000,Ressecamento; Manchas; Acne,2 anos,Alto,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Não,Não
50,Ensino Fundamental incompleto,Divorciado,SC,Sim,3.000 – 4.000,Manchas; Oleosidade,6 meses,Alto,Não,Hidratante; Sérum,Dieta; Atividade física,SIM,R$101 – R$200,Engenharia,Sim,Não
18,Pós-graduação,Casado,BA,Não,5.000 – 7.000,Acne; Manchas,1 ano,Baixo,Sim,Sérum; Protetor solar,Dieta; Atividade física,NÃO,R$201 – R$300,Engenharia,Sim,Sim
44,Ensino Fundamental completo,Divorciado,PR,Sim,3.000 – 4.000,Ressecamento,1 ano,Baixo,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Engenharia,Não,Não
30,Ensino Superior completo,União Estável,SP,Sim,4.000 – 5.000,Manchas; Ressecamento; Oleosidade; Queda de cabelo; Acne,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Não,Sim
20,Ensino Superior completo,Casado,RJ,Não,5.000 – 7.000,Ressecamento,3 meses,Alto,Não,Protetor solar,Atividade física,SIM,R$201 – R$300,Direito,Sim,Não
23,Ensino Médio completo,Solteiro,SC,Não,5.000 – 7.000,Ressecamento; Oleosidade; Manchas,3 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$101 – R$200,Não,Sim,Não
25,Pós-graduação,União Estável,DF,Sim,4.000 – 5.000,Acne; Manchas; Ressecamento,2 anos,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Sim
44,Ensino Fundamental incompleto,Casado,DF,Sim,Acima de 7.000,Oleosidade; Manchas,3 meses,Alto,Não,Sérum; Hidratante,Atividade física; Skincare,SIM,R$101 – R$200,Não,Sim,Sim
26,Ensino Médio completo,União Estável,SP,Sim,5.000 – 7.000,Acne; Ressecamento; Oleosidade,1 mês,Baixo,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Não,Sim,Sim
54,Ensino Superior completo,Casado,BA,Sim,5.000 – 7.000,Ressecamento; Queda de cabelo; Manchas; Acne; Oleosidade,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Não
50,Ensino Médio completo,União Estável,BA,Sim,Até 2.000,Manchas; Oleosidade; Acne; Ressecamento,6 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
41,Ensino Superior completo,União Estável,PR,Não,Acima de 7.000,Manchas; Ressecamento; Queda de cabelo,6 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Direito,Não,Não
32,Ensino Fundamental incompleto,Casado,BA,Sim,2.000 – 3.000,Acne,6 meses,Baixo,Sim,Sérum,Skincare,NÃO,R$301 – R$500,Medicina,Sim,Sim
49,Ensino Fundamental completo,Solteiro,DF,Não,3.000 – 4.000,Acne; Ressecamento; Queda de cabelo; Oleosidade; Manchas,1 ano,Alto,Não,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Não
49,Ensino Fundamental completo,Solteiro,RJ,Sim,Até 2.000,Ressecamento; Queda de cabelo; Manchas,2 anos,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
41,Ensino Médio completo,União Estável,DF,Sim,5.000 – 7.000,Acne; Ressecamento; Oleosidade,2 anos,Alto,Não,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Sim
29,Ensino Superior incompleto,União Estável,GO,Sim,2.000 – 3.000,Ressecamento; Manchas; Oleosidade; Acne; Queda de cabelo,3 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Não,Sim,Não
19,Ensino Superior completo,Solteiro,RJ,Não,2.000 – 3.000,Ressecamento; Queda de cabelo; Manchas,2 anos,Baixo,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Sim
20,Pós-graduação,Solteiro,RJ,Não,2.000 – 3.000,Acne; Queda de cabelo; Oleosidade; Manchas,2 anos,Alto,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Não,Não
54,Ensino Superior completo,Divorciado,BA,Sim,2.000 – 3.000,Ressecamento; Acne,3 meses,Médio,Sim,Protetor solar; Sérum,Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
34,Ensino Médio completo,Solteiro,SP,Sim,5.000 – 7.000,Queda de cabelo; Acne; Manchas; Ressecamento; Oleosidade,2 anos,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Direito,Não,Não
19,Ensino Superior incompleto,União Estável,BA,Sim,5.000 – 7.000,Acne,2 anos,Alto,Sim,Protetor solar,Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
19,Ensino Médio completo,Casado,SP,Não,4.000 – 5.000,Oleosidade; Ressecamento; Queda de cabelo,1 mês,Baixo,Não,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Direito,Não,Não
45,Ensino Médio completo,Solteiro,SP,Não,4.000 – 5.000,Manchas; Ressecamento,3 meses,Baixo,Sim,Sérum; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
40,Ensino Superior completo,Divorciado,DF,Sim,5.000 – 7.000,Acne,1 mês,Baixo,Sim,Sérum,Dieta,SIM,R$301 – R$500,Não,Sim,Sim
54,Ensino Fundamental completo,Divorciado,SP,Sim,Até 2.000,Ressecamento,1 ano,Médio,Sim,Sérum,Skincare,NÃO,R$201 – R$300,Não,Sim,Não
49,Ensino Médio completo,Divorciado,SC,Sim,3.000 – 4.000,Manchas; Oleosidade; Queda de cabelo; Acne,3 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,NÃO,Até R$100,Não,Sim,Sim
50,Pós-graduação,Casado,MG,Sim,Acima de 7.000,Acne; Ressecamento,2 anos,Médio,Sim,Hidratante; Protetor solar,Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
18,Ensino Superior incompleto,Solteiro,BA,Sim,5.000 – 7.000,Oleosidade; Acne; Ressecamento; Queda de cabelo; Manchas,2 anos,Alto,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,Até R$100,Medicina,Não,Não
36,Ensino Superior incompleto,Solteiro,SC,Sim,3.000 – 4.000,Manchas; Oleosidade,1 mês,Alto,Sim,Protetor solar; Sérum,Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
19,Ensino Fundamental incompleto,Solteiro,RJ,Não,4.000 – 5.000,Manchas; Queda de cabelo,1 mês,Baixo,Sim,Sérum; Hidratante,Atividade física; Skincare,NÃO,R$301 – R$500,Engenharia,Sim,Não
43,Ensino Médio completo,Casado,SC,Sim,3.000 – 4.000,Acne,1 ano,Baixo,Não,Sérum,Dieta,NÃO,R$201 – R$300,Direito,Não,Não
49,Pós-graduação,Casado,PR,Não,4.000 – 5.000,Manchas; Acne; Ressecamento; Oleosidade,1 ano,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Não
23,Ensino Médio completo,União Estável,GO,Sim,2.000 – 3.000,Queda de cabelo; Acne; Oleosidade; Ressecamento,2 anos,Baixo,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Não,Sim,Sim
49,Ensino Superior incompleto,Divorciado,SP,Sim,2.000 – 3.000,Ressecamento; Acne,6 meses,Médio,Não,Protetor solar; Hidratante,Skincare; Atividade física,NÃO,R$201 – R$300,Não,Não,Sim
21,Ensino Fundamental incompleto,Divorciado,BA,Sim,2.000 – 3.000,Queda de cabelo; Oleosidade,1 ano,Alto,Não,Hidratante; Protetor solar,Dieta; Skincare,NÃO,Até R$100,Não,Não,Sim
28,Ensino Superior incompleto,Solteiro,PR,Sim,Acima de 7.000,Ressecamento; Acne; Oleosidade,2 anos,Alto,Não,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Não,Sim,Sim
34,Ensino Fundamental incompleto,Casado,BA,Sim,5.000 – 7.000,Manchas,1 ano,Baixo,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Medicina,Sim,Sim
41,Ensino Superior completo,Casado,DF,Sim,2.000 – 3.000,Oleosidade; Manchas; Ressecamento; Acne; Queda de cabelo,3 meses,Médio,Não,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Medicina,Não,Não
22,Ensino Superior completo,Solteiro,GO,Sim,2.000 – 3.000,Acne; Ressecamento; Queda de cabelo; Oleosidade; Manchas,1 mês,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Não,Não,Sim
51,Ensino Superior completo,Solteiro,PR,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Manchas; Ressecamento,2 anos,Baixo,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Engenharia,Não,Não
23,Ensino Médio completo,União Estável,BA,Sim,2.000 – 3.000,Oleosidade,1 ano,Médio,Não,Hidratante,Atividade física,NÃO,R$301 – R$500,Engenharia,Não,Sim
39,Ensino Superior completo,Divorciado,RJ,Sim,3.000 – 4.000,Acne; Queda de cabelo; Oleosidade; Ressecamento,1 mês,Alto,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,NÃO,Até R$100,Não,Não,Sim
28,Ensino Superior completo,Divorciado,SP,Sim,Acima de 7.000,Ressecamento; Manchas; Acne; Queda de cabelo; Oleosidade,6 meses,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Não,Sim,Não
33,Ensino Médio completo,Divorciado,PR,Sim,3.000 – 4.000,Acne; Queda de cabelo,1 ano,Alto,Não,Hidratante; Sérum,Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Sim
50,Ensino Superior completo,União Estável,RJ,Não,5.000 – 7.000,Acne,2 anos,Médio,Não,Sérum,Atividade física,NÃO,R$101 – R$200,Medicina,Sim,Sim
26,Ensino Fundamental incompleto,Solteiro,SP,Sim,Acima de 7.000,Manchas,3 meses,Baixo,Não,Sérum,Dieta,NÃO,R$101 – R$200,Não,Não,Sim
23,Ensino Fundamental completo,Solteiro,MG,Não,3.000 – 4.000,Queda de cabelo; Ressecamento; Acne,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,NÃO,Até R$100,Não,Sim,Não
33,Ensino Superior completo,Divorciado,RJ,Sim,Até 2.000,Manchas; Acne,1 mês,Baixo,Sim,Protetor solar; Sérum,Dieta; Skincare,NÃO,R$201 – R$300,Não,Não,Sim
46,Ensino Médio completo,Divorciado,SC,Sim,3.000 – 4.000,Acne; Queda de cabelo,3 meses,Baixo,Não,Protetor solar; Hidratante,Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
20,Ensino Superior completo,União Estável,BA,Sim,5.000 – 7.000,Ressecamento; Oleosidade; Acne; Queda de cabelo,2 anos,Médio,Não,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,Até R$100,Direito,Não,Sim
37,Ensino Médio completo,Casado,DF,Não,Acima de 7.000,Queda de cabelo,6 meses,Alto,Não,Hidratante,Skincare,SIM,R$101 – R$200,Não,Sim,Não
53,Pós-graduação,Casado,SP,Não,5.000 – 7.000,Queda de cabelo; Manchas; Oleosidade; Acne,3 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Não,Sim,Sim
36,Mestrado,Divorciado,PR,Sim,2.000 – 3.000,Queda de cabelo; Oleosidade,6 meses,Médio,Não,Sérum; Protetor solar,Skincare; Atividade física,NÃO,R$301 – R$500,Não,Sim,Não
43,Pós-graduação,União Estável,GO,Sim,5.000 – 7.000,Ressecamento; Manchas; Acne,2 anos,Alto,Não,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Engenharia,Sim,Não
20,Ensino Médio completo,Divorciado,PR,Sim,Acima de 7.000,Queda de cabelo,1 ano,Alto,Sim,Sérum,Dieta,SIM,R$201 – R$300,Não,Não,Sim
36,Ensino Médio completo,Casado,SC,Sim,5.000 – 7.000,Oleosidade; Ressecamento,1 ano,Alto,Sim,Protetor solar; Sérum,Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Sim
37,Ensino Superior incompleto,Divorciado,BA,Sim,Acima de 7.000,Queda de cabelo; Oleosidade; Ressecamento,2 anos,Baixo,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Medicina,Sim,Sim
49,Ensino Fundamental incompleto,Casado,SC,Sim,5.000 – 7.000,Acne; Queda de cabelo; Ressecamento; Manchas; Oleosidade,6 meses,Alto,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
24,Ensino Fundamental incompleto,Casado,PR,Sim,5.000 – 7.000,Acne; Queda de cabelo,3 meses,Baixo,Sim,Sérum; Protetor solar,Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Sim
50,Ensino Superior completo,Casado,DF,Não,5.000 – 7.000,Queda de cabelo; Oleosidade; Acne; Ressecamento; Manchas,2 anos,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$101 – R$200,Não,Sim,Não
35,Ensino Superior completo,Solteiro,BA,Sim,3.000 – 4.000,Queda de cabelo; Acne; Manchas; Oleosidade,2 anos,Baixo,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Engenharia,Sim,Sim
18,Mestrado,Solteiro,GO,Sim,2.000 – 3.000,Oleosidade; Queda de cabelo; Manchas; Acne; Ressecamento,1 ano,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Direito,Não,Sim
28,Ensino Médio completo,Divorciado,SP,Sim,5.000 – 7.000,Ressecamento; Queda de cabelo,3 meses,Baixo,Não,Hidratante; Sérum,Skincare; Dieta,NÃO,R$201 – R$300,Não,Sim,Não
45,Ensino Médio completo,Casado,BA,Sim,3.000 – 4.000,Ressecamento; Manchas; Oleosidade; Acne; Queda de cabelo,1 ano,Médio,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
42,Ensino Fundamental completo,Solteiro,RJ,Sim,Acima de 7.000,Ressecamento,6 meses,Médio,Não,Hidratante,Dieta,SIM,R$201 – R$300,Não,Sim,Sim
40,Pós-graduação,Divorciado,BA,Sim,Acima de 7.000,Ressecamento; Oleosidade,6 meses,Baixo,Não,Sérum; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Engenharia,Não,Sim
48,Ensino Superior completo,Divorciado,SC,Sim,5.000 – 7.000,Queda de cabelo; Acne; Ressecamento,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
47,Ensino Superior completo,Divorciado,SC,Não,2.000 – 3.000,Oleosidade; Acne; Queda de cabelo; Manchas; Ressecamento,2 anos,Alto,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Engenharia,Sim,Não
52,Pós-graduação,Divorciado,SC,Não,3.000 – 4.000,Manchas,3 meses,Alto,Sim,Sérum,Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Não
24,Ensino Superior completo,Divorciado,GO,Sim,2.000 – 3.000,Acne; Manchas; Queda de cabelo; Ressecamento,3 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,NÃO,R$201 – R$300,Direito,Não,Não
33,Ensino Superior incompleto,União Estável,BA,Sim,5.000 – 7.000,Acne; Oleosidade; Manchas; Ressecamento,1 ano,Alto,Não,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Direito,Não,Sim
43,Ensino Médio completo,Casado,DF,Sim,5.000 – 7.000,Manchas; Ressecamento; Oleosidade; Queda de cabelo; Acne,1 ano,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
19,Ensino Superior completo,Divorciado,DF,Sim,Acima de 7.000,Acne; Queda de cabelo; Oleosidade; Ressecamento,3 meses,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,Até R$100,Medicina,Não,Sim
18,Ensino Superior incompleto,União Estável,BA,Sim,4.000 – 5.000,Queda de cabelo; Acne; Manchas,1 ano,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Não,Não,Não
29,Ensino Superior incompleto,Casado,DF,Sim,Acima de 7.000,Queda de cabelo; Manchas,1 mês,Médio,Sim,Hidratante; Protetor solar,Atividade física; Dieta,SIM,R$201 – R$300,Medicina,Não,Sim
22,Pós-graduação,Solteiro,MG,Sim,Acima de 7.000,Oleosidade,2 anos,Alto,Sim,Protetor solar,Skincare,NÃO,R$101 – R$200,Medicina,Sim,Não
54,Mestrado,Divorciado,GO,Não,3.000 – 4.000,Oleosidade; Manchas; Queda de cabelo; Ressecamento; Acne,1 mês,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Engenharia,Não,Sim
